time,source,device_name,fragment_series,value,unit,ObjectId
2019-07-16T16:50:16.036Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8203
2019-07-27T07:38:09.726Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8204
2019-08-11T12:40:27.105Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8205
2019-07-18T02:59:21.543Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8206
2019-07-07T07:56:23.447Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8207
2019-08-12T19:05:41.185Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8208
2019-08-24T16:32:32.312Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.021,ppm,8209
2019-07-13T10:29:34.217Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8210
2019-08-26T13:17:44.032Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8211
2019-07-10T17:30:53.580Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8212
2019-08-28T17:03:59.108Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.004,ppm,8213
2019-07-23T09:01:23.421Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.004,ppm,8214
2019-08-12T09:25:31.146Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8215
2019-07-24T03:52:12.954Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.01,ppm,8216
2019-08-18T12:26:17.482Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.03,ppm,8217
2019-08-22T13:11:08.835Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8218
2019-07-25T02:56:58.485Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8219
2019-07-30T10:29:42.593Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.008,ppm,8220
2019-07-29T23:05:40.339Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8221
2019-08-06T15:30:41.321Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8222
2019-09-01T09:42:56.379Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.009,ppm,8223
2019-08-13T02:39:21.479Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8224
2019-08-21T09:34:58.455Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8225
2019-07-23T12:40:45.804Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8226
2019-08-16T22:34:38.108Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8227
2019-07-25T23:01:40.929Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8228
2019-07-16T17:41:04.139Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.017,ppm,8229
2019-08-19T13:42:02.088Z,11889,MQTT Device 5B5218FDC337DEC0,O3.v,0,ppm,8230
2019-07-20T11:42:42.956Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8231
2019-07-28T21:14:30.523Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8232
2019-08-17T14:45:29.564Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.027,ppm,8233
2019-08-22T23:55:27.630Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8234
2019-08-10T08:54:20.019Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8235
2019-08-25T14:55:02.051Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8236
2019-07-31T19:31:42.282Z,12110,MQTT Device 3B6E10FDC337DE73,O3.v,0,ppm,8237
2019-07-17T09:29:13.244Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8238
2019-08-02T03:16:07.188Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0.018,ppm,8239
2019-07-21T09:06:44.123Z,12429,MQTT Device 2A6F18FDC337DE4F,O3.v,0,ppm,8240
